0,52668.6218,46881.9971,52023.49,50838.21
1,46778.3093,45972.9463,46483.59,50013.67
2,46051.3805,46319.9526,46225.92,49111.82
3,46376.4646,44833.0831,46457.83,47952.31
4,44852.1612,45096.0509,45272.55,46328.99
5,45136.6393,46058.0015,45478.68,45916.72
6,46057.4156,44990.02141,45121.29,46686.62
7,44932.42346,47012.9104,45352.40,45352.40
8,47068.4868,48092.9703,47029.06,45743.20
9,48150.0101,47816.2504,48037.58,46373.52
